order_id,created_at,currency_code,receipt_number,total_gross,total_tax,total_net,payment_method,paid_amount,customer_id
5959,2024-02-28 08:44:18,USD,RCPT005959,20.547411330929123,2.05,18.5,Bitcoin,20.547411330929123,2540
5960,2023-10-08 16:27:52,USD,RCPT005960,104.58005424800267,10.46,94.12,Credit Card,104.58005424800267,4678
5961,2024-01-18 20:58:35,USD,RCPT005961,149.52134887797723,14.95,134.57,Paypal,149.52134887797723,5145
5962,2024-04-30 01:33:24,USD,RCPT005962,78.0296489328804,7.8,70.23,Bitcoin,78.0296489328804,916
5963,2024-07-22 08:27:44,USD,RCPT005963,65.13181668909121,6.51,58.62,Paypal,65.13181668909121,1663
5964,2023-10-17 09:30:14,USD,RCPT005964,57.23824506016057,5.72,51.52,Paypal,57.23824506016057,2829
5965,2024-07-03 02:48:25,USD,RCPT005965,144.7881883384997,14.48,130.31,Paypal,144.7881883384997,39
5966,2024-02-26 11:33:04,USD,RCPT005966,75.78971376209424,7.58,68.21,Paypal,75.78971376209424,475
5967,2024-02-12 04:17:08,USD,RCPT005967,99.89985794727623,9.99,89.91,Paypal,99.89985794727623,1196
5968,2024-07-13 23:56:55,USD,RCPT005968,93.10074507052101,9.31,83.79,Paypal,93.10074507052101,3644
5969,2023-09-26 12:31:10,USD,RCPT005969,74.81159492338125,7.48,67.33,Bitcoin,74.81159492338125,2555
5970,2024-05-29 03:44:47,USD,RCPT005970,33.79214443932901,3.38,30.41,Paypal,33.79214443932901,1451
5971,2024-01-28 17:01:30,USD,RCPT005971,35.85651262464525,3.59,32.27,Credit Card,35.85651262464525,5008
5972,2024-02-15 02:58:06,USD,RCPT005972,116.07413267621874,11.61,104.46,Paypal,116.07413267621874,3979
5973,2024-05-07 19:17:42,USD,RCPT005973,171.7693249978976,17.18,154.59,Paypal,171.7693249978976,4065
5974,2024-05-16 16:20:59,USD,RCPT005974,165.97773052238608,16.6,149.38,Bitcoin,165.97773052238608,892
5975,2023-12-29 08:49:54,USD,RCPT005975,133.50824578527562,13.35,120.16,Bitcoin,133.50824578527562,4062
5976,2024-08-26 18:21:06,USD,RCPT005976,53.993891530868865,5.4,48.59,Credit Card,53.993891530868865,5259
5977,2023-10-11 10:23:08,USD,RCPT005977,184.93675451334136,18.49,166.45,Paypal,184.93675451334136,979
5978,2024-06-14 19:42:01,USD,RCPT005978,39.8731537817673,3.99,35.88,Paypal,39.8731537817673,3157
5979,2024-04-07 22:33:06,USD,RCPT005979,149.63750130812244,14.96,134.68,Bitcoin,149.63750130812244,3137
5980,2024-03-26 11:41:16,USD,RCPT005980,117.71826094099376,11.77,105.95,Credit Card,117.71826094099376,2436
5981,2024-04-05 01:06:27,USD,RCPT005981,151.70499879990234,15.17,136.53,Paypal,151.70499879990234,2737
5982,2024-05-21 21:12:05,USD,RCPT005982,157.29364937863534,15.73,141.56,Paypal,157.29364937863534,3680
5983,2023-09-30 14:55:54,USD,RCPT005983,108.40883376421932,10.84,97.57,Bitcoin,108.40883376421932,98
5984,2023-12-21 10:12:25,USD,RCPT005984,153.405129419539,15.34,138.07,Credit Card,153.405129419539,5082
5985,2023-09-16 02:46:58,USD,RCPT005985,132.16528942188822,13.22,118.95,Paypal,132.16528942188822,1802
5986,2024-06-26 15:19:45,USD,RCPT005986,186.11024771333882,18.61,167.5,Paypal,186.11024771333882,2599
5987,2023-11-18 12:44:33,USD,RCPT005987,111.29896526578639,11.13,100.17,Paypal,111.29896526578639,2339
5988,2024-03-15 21:59:39,USD,RCPT005988,103.18774810981265,10.32,92.87,Paypal,103.18774810981265,2687
5989,2024-04-20 09:51:21,USD,RCPT005989,128.42024630760125,12.84,115.58,Paypal,128.42024630760125,2356
5990,2023-12-31 02:27:01,USD,RCPT005990,62.88161936049078,6.29,56.59,Paypal,62.88161936049078,3575
5991,2024-01-12 14:30:47,USD,RCPT005991,121.89246184325746,12.19,109.7,Paypal,121.89246184325746,2755
5992,2023-11-09 12:34:50,USD,RCPT005992,148.98110089031883,14.9,134.08,Paypal,148.98110089031883,3328
5993,2024-03-22 12:03:12,USD,RCPT005993,97.97891330816785,9.8,88.18,Bitcoin,97.97891330816785,3888
5994,2024-04-14 12:06:00,USD,RCPT005994,127.35285895886562,12.74,114.61,Bitcoin,127.35285895886562,2798
5995,2024-06-03 14:03:24,USD,RCPT005995,188.45805546534223,18.85,169.61,Credit Card,188.45805546534223,3569
5996,2024-05-18 13:09:41,USD,RCPT005996,124.24060092858947,12.42,111.82,Paypal,124.24060092858947,2550
5997,2024-04-20 15:59:36,USD,RCPT005997,151.018249222543,15.1,135.92,Credit Card,151.018249222543,4106
5998,2023-11-20 02:40:40,USD,RCPT005998,159.31690009746083,15.93,143.39,Bitcoin,159.31690009746083,677
5999,2024-01-23 21:36:22,USD,RCPT005999,29.494963645269586,2.95,26.54,Paypal,29.494963645269586,3579
6000,2024-01-09 01:01:34,USD,RCPT006000,175.7498990799686,17.57,158.18,Paypal,175.7498990799686,273
6001,2024-06-09 12:11:33,USD,RCPT006001,192.04003156223402,19.2,172.84,Credit Card,192.04003156223402,1705
6002,2024-08-15 22:57:13,USD,RCPT006002,148.00719134982606,14.8,133.21,Credit Card,148.00719134982606,2191
6003,2024-08-15 19:31:04,USD,RCPT006003,82.60433989623573,8.26,74.34,Credit Card,82.60433989623573,3978
6004,2024-05-14 05:08:55,USD,RCPT006004,157.67549457981127,15.77,141.91,Bitcoin,157.67549457981127,3755
6005,2024-07-22 04:56:25,USD,RCPT006005,111.38039845353488,11.14,100.24,Bitcoin,111.38039845353488,4320
6006,2024-08-14 01:01:31,USD,RCPT006006,21.152122125667074,2.12,19.03,Bitcoin,21.152122125667074,4266
6007,2024-03-19 12:43:03,USD,RCPT006007,41.89437672021849,4.19,37.7,Bitcoin,41.89437672021849,2343
6008,2024-02-20 04:29:17,USD,RCPT006008,99.02976094300388,9.9,89.13,Paypal,99.02976094300388,1361
6009,2023-11-15 20:14:54,USD,RCPT006009,135.4693587474323,13.55,121.92,Bitcoin,135.4693587474323,2292
6010,2023-09-28 05:31:38,USD,RCPT006010,179.95422736014865,18.0,161.95,Paypal,179.95422736014865,3106
6011,2024-04-12 04:56:03,USD,RCPT006011,49.20894152597246,4.92,44.29,Paypal,49.20894152597246,3831
6012,2023-09-25 08:57:56,USD,RCPT006012,130.3746689274728,13.04,117.33,Paypal,130.3746689274728,4637
6013,2023-09-17 07:24:08,USD,RCPT006013,195.54877415259548,19.55,176.0,Paypal,195.54877415259548,3916
6014,2024-05-09 15:26:02,USD,RCPT006014,133.87895385946496,13.39,120.49,Bitcoin,133.87895385946496,2051
6015,2023-10-13 04:25:00,USD,RCPT006015,58.93277581728251,5.89,53.04,Paypal,58.93277581728251,897
6016,2024-03-17 05:30:07,USD,RCPT006016,181.00174105004737,18.1,162.9,Bitcoin,181.00174105004737,3479
6017,2023-12-07 14:10:40,USD,RCPT006017,84.16451913078744,8.42,75.74,Credit Card,84.16451913078744,4613
6018,2023-11-06 05:28:00,USD,RCPT006018,68.2129237434354,6.82,61.39,Paypal,68.2129237434354,2895
6019,2024-07-29 07:01:20,USD,RCPT006019,125.81308818366203,12.58,113.23,Paypal,125.81308818366203,5125
6020,2024-04-21 19:00:41,USD,RCPT006020,22.1250675503058,2.21,19.92,Bitcoin,22.1250675503058,1025
6021,2023-10-28 15:52:38,USD,RCPT006021,32.825363404220965,3.28,29.55,Bitcoin,32.825363404220965,1682
6022,2023-10-17 22:43:41,USD,RCPT006022,175.51825500459557,17.55,157.97,Paypal,175.51825500459557,1501
6023,2024-08-01 23:03:57,USD,RCPT006023,197.24194223091737,19.72,177.52,Bitcoin,197.24194223091737,4214
6024,2024-01-19 21:52:25,USD,RCPT006024,75.86166252108443,7.59,68.27,Paypal,75.86166252108443,2750
6025,2024-08-01 04:13:47,USD,RCPT006025,108.97915767151217,10.9,98.08,Bitcoin,108.97915767151217,900
6026,2023-09-24 02:01:42,USD,RCPT006026,87.83719841397416,8.78,79.06,Bitcoin,87.83719841397416,3000
6027,2023-09-16 17:15:29,USD,RCPT006027,129.5088182100149,12.95,116.56,Bitcoin,129.5088182100149,2099
6028,2023-11-03 10:53:43,USD,RCPT006028,137.54979117447863,13.75,123.8,Bitcoin,137.54979117447863,4078
6029,2024-09-07 08:05:21,USD,RCPT006029,170.07154066548858,17.01,153.06,Credit Card,170.07154066548858,928
6030,2024-04-23 20:15:32,USD,RCPT006030,29.788097601705612,2.98,26.81,Credit Card,29.788097601705612,4559
6031,2024-06-17 02:44:01,USD,RCPT006031,123.27105834132266,12.33,110.94,Credit Card,123.27105834132266,1783
6032,2023-11-13 23:13:55,USD,RCPT006032,179.8792630132965,17.99,161.89,Bitcoin,179.8792630132965,1736
6033,2024-06-25 02:20:22,USD,RCPT006033,187.88293168774422,18.79,169.09,Credit Card,187.88293168774422,3772
6034,2023-11-24 18:21:28,USD,RCPT006034,114.25530625400474,11.43,102.83,Paypal,114.25530625400474,326
6035,2023-12-27 07:09:07,USD,RCPT006035,44.150031246686275,4.42,39.73,Paypal,44.150031246686275,4000
6036,2024-06-09 23:13:50,USD,RCPT006036,145.23841300749774,14.52,130.72,Paypal,145.23841300749774,3922
6037,2023-11-20 18:50:31,USD,RCPT006037,79.43909999451313,7.94,71.5,Credit Card,79.43909999451313,4437
6038,2024-03-17 10:04:23,USD,RCPT006038,151.82606500943402,15.18,136.65,Paypal,151.82606500943402,4224
6039,2024-05-11 22:26:41,USD,RCPT006039,25.088111804763386,2.51,22.58,Paypal,25.088111804763386,2467
6040,2024-07-04 00:20:31,USD,RCPT006040,105.99062168851991,10.6,95.39,Bitcoin,105.99062168851991,5192
6041,2023-10-30 23:50:57,USD,RCPT006041,71.90373722837995,7.19,64.71,Paypal,71.90373722837995,1666
6042,2024-06-16 23:28:28,USD,RCPT006042,68.72821778687151,6.87,61.86,Paypal,68.72821778687151,3343
6043,2024-05-04 20:56:31,USD,RCPT006043,90.11710926091547,9.01,81.11,Credit Card,90.11710926091547,4806
6044,2024-04-01 17:05:19,USD,RCPT006044,113.55247282386247,11.36,102.19,Credit Card,113.55247282386247,730
6045,2024-08-12 19:12:25,USD,RCPT006045,191.76718362246604,19.18,172.59,Bitcoin,191.76718362246604,5321
6046,2024-03-16 03:46:48,USD,RCPT006046,64.51983319724812,6.45,58.07,Bitcoin,64.51983319724812,1053
6047,2024-01-26 08:08:02,USD,RCPT006047,72.6709435474834,7.27,65.4,Credit Card,72.6709435474834,4282
6048,2023-10-29 08:09:16,USD,RCPT006048,111.79463620826041,11.18,100.61,Bitcoin,111.79463620826041,4106
6049,2024-07-20 02:49:10,USD,RCPT006049,121.48409075706338,12.15,109.33,Bitcoin,121.48409075706338,4585
6050,2024-08-30 16:48:21,USD,RCPT006050,90.29993173955188,9.03,81.27,Bitcoin,90.29993173955188,3186
6051,2024-03-18 09:22:26,USD,RCPT006051,21.389624244167305,2.14,19.25,Bitcoin,21.389624244167305,1503
6052,2023-10-17 22:17:39,USD,RCPT006052,81.54966427176458,8.15,73.4,Credit Card,81.54966427176458,3278
6053,2024-06-19 12:38:58,USD,RCPT006053,111.38216352649113,11.14,100.24,Credit Card,111.38216352649113,3359
6054,2024-04-08 11:08:39,USD,RCPT006054,109.74382383856766,10.97,98.77,Credit Card,109.74382383856766,2082
6055,2023-11-27 09:55:32,USD,RCPT006055,25.715344597086215,2.57,23.15,Paypal,25.715344597086215,329
6056,2024-04-28 06:56:04,USD,RCPT006056,83.52648795334963,8.35,75.18,Paypal,83.52648795334963,1575
6057,2024-07-28 23:38:05,USD,RCPT006057,98.80228992310592,9.88,88.92,Credit Card,98.80228992310592,4941
6058,2024-02-26 19:32:06,USD,RCPT006058,155.35525993412398,15.54,139.82,Paypal,155.35525993412398,3881
6059,2024-02-28 11:16:26,USD,RCPT006059,190.17058361594175,19.02,171.15,Bitcoin,190.17058361594175,300
6060,2024-04-21 16:10:54,USD,RCPT006060,135.76288191087983,13.58,122.18,Bitcoin,135.76288191087983,1820
6061,2024-07-18 14:21:32,USD,RCPT006061,161.7504667787581,16.18,145.57,Credit Card,161.7504667787581,2670
6062,2023-10-30 05:24:56,USD,RCPT006062,119.71559539519994,11.97,107.75,Credit Card,119.71559539519994,5151
6063,2024-05-22 00:34:04,USD,RCPT006063,171.88186955333103,17.19,154.69,Bitcoin,171.88186955333103,1242
6064,2024-03-06 21:13:09,USD,RCPT006064,146.40432150538703,14.64,131.76,Credit Card,146.40432150538703,1365
6065,2024-03-03 13:56:56,USD,RCPT006065,149.87650741664132,14.99,134.89,Bitcoin,149.87650741664132,1995
6066,2023-10-04 19:36:16,USD,RCPT006066,95.8713774350762,9.59,86.28,Bitcoin,95.8713774350762,2246
6067,2023-12-30 05:09:44,USD,RCPT006067,195.1459276929071,19.51,175.64,Paypal,195.1459276929071,1269
6068,2024-01-12 03:35:19,USD,RCPT006068,115.41309687210095,11.54,103.87,Paypal,115.41309687210095,1291
6069,2023-09-09 19:12:15,USD,RCPT006069,64.31091001308224,6.43,57.88,Credit Card,64.31091001308224,3120
6070,2023-12-06 21:29:03,USD,RCPT006070,58.30879533296423,5.83,52.48,Bitcoin,58.30879533296423,4255
6071,2023-12-18 02:03:52,USD,RCPT006071,195.98664761170312,19.6,176.39,Credit Card,195.98664761170312,1375
6072,2024-01-24 08:29:51,USD,RCPT006072,137.15999705157554,13.72,123.44,Bitcoin,137.15999705157554,1893
6073,2024-05-11 16:26:00,USD,RCPT006073,93.21108771917287,9.32,83.89,Paypal,93.21108771917287,5095
6074,2024-04-05 08:04:37,USD,RCPT006074,136.89271880873986,13.69,123.2,Bitcoin,136.89271880873986,4116
6075,2024-06-12 22:04:47,USD,RCPT006075,122.94847624868143,12.29,110.66,Credit Card,122.94847624868143,5286
6076,2024-08-22 09:57:49,USD,RCPT006076,164.8005604277723,16.48,148.32,Paypal,164.8005604277723,4591
6077,2024-02-14 08:38:27,USD,RCPT006077,35.96164554392109,3.6,32.36,Paypal,35.96164554392109,590
6078,2024-04-07 18:19:03,USD,RCPT006078,164.29927228668046,16.43,147.87,Bitcoin,164.29927228668046,2418
6079,2024-07-15 00:46:38,USD,RCPT006079,38.96623120628659,3.9,35.07,Paypal,38.96623120628659,4503
6080,2023-10-15 05:32:36,USD,RCPT006080,53.46360418092405,5.35,48.11,Paypal,53.46360418092405,4870
6081,2024-01-03 12:21:15,USD,RCPT006081,53.5064521583455,5.35,48.16,Credit Card,53.5064521583455,3128
6082,2024-08-08 15:19:43,USD,RCPT006082,125.90077115897736,12.59,113.31,Paypal,125.90077115897736,965
6083,2024-06-10 14:32:59,USD,RCPT006083,171.8374417066315,17.18,154.66,Credit Card,171.8374417066315,1966
6084,2024-05-29 10:33:21,USD,RCPT006084,154.75448267738648,15.48,139.27,Bitcoin,154.75448267738648,2058
6085,2024-06-03 12:19:24,USD,RCPT006085,154.48586290498707,15.45,139.04,Credit Card,154.48586290498707,2590
6086,2023-12-26 06:56:34,USD,RCPT006086,199.04846958759714,19.9,179.15,Credit Card,199.04846958759714,2781
6087,2024-07-09 16:05:55,USD,RCPT006087,56.92616750343996,5.69,51.24,Bitcoin,56.92616750343996,3591
6088,2023-10-04 10:07:44,USD,RCPT006088,155.40820575353476,15.54,139.87,Credit Card,155.40820575353476,2190
6089,2024-04-17 01:17:44,USD,RCPT006089,140.99965698411276,14.1,126.9,Bitcoin,140.99965698411276,4276
6090,2024-06-07 15:10:29,USD,RCPT006090,169.0821729372577,16.91,152.17,Paypal,169.0821729372577,4867
6091,2023-09-26 04:57:43,USD,RCPT006091,165.8336996727877,16.58,149.25,Paypal,165.8336996727877,2368
6092,2024-07-30 06:02:50,USD,RCPT006092,115.61639245930921,11.56,104.06,Paypal,115.61639245930921,2434
6093,2024-04-26 16:44:58,USD,RCPT006093,41.93775668669149,4.19,37.75,Credit Card,41.93775668669149,2040
6094,2024-08-04 06:47:44,USD,RCPT006094,195.7703242593657,19.58,176.19,Credit Card,195.7703242593657,2546
6095,2024-01-17 17:30:01,USD,RCPT006095,135.10167521358056,13.51,121.59,Bitcoin,135.10167521358056,5166
6096,2023-11-10 11:06:00,USD,RCPT006096,41.420985399386566,4.14,37.28,Bitcoin,41.420985399386566,822
6097,2024-07-06 19:47:12,USD,RCPT006097,34.01151077846225,3.4,30.61,Credit Card,34.01151077846225,2134
6098,2023-11-15 14:31:40,USD,RCPT006098,192.45157655227987,19.25,173.2,Bitcoin,192.45157655227987,901
6099,2024-02-21 18:18:49,USD,RCPT006099,190.48963702605667,19.05,171.44,Paypal,190.48963702605667,2719
6100,2023-12-22 06:47:00,USD,RCPT006100,85.56003127896233,8.56,77.0,Bitcoin,85.56003127896233,3441
6101,2023-09-14 16:26:42,USD,RCPT006101,110.19215928635926,11.02,99.17,Credit Card,110.19215928635926,2747
6102,2023-11-15 01:02:57,USD,RCPT006102,63.2593582870928,6.33,56.93,Bitcoin,63.2593582870928,2765
6103,2024-03-27 18:00:37,USD,RCPT006103,109.7841833611906,10.98,98.8,Credit Card,109.7841833611906,3846
6104,2024-03-28 07:43:03,USD,RCPT006104,73.93791625609028,7.39,66.55,Paypal,73.93791625609028,2274
6105,2024-05-23 08:24:33,USD,RCPT006105,181.38938901767716,18.14,163.25,Paypal,181.38938901767716,583
6106,2024-05-21 14:39:06,USD,RCPT006106,127.21220895304715,12.72,114.49,Credit Card,127.21220895304715,256
6107,2024-02-06 22:23:08,USD,RCPT006107,143.65394944730622,14.37,129.28,Paypal,143.65394944730622,5237
6108,2024-05-14 06:44:18,USD,RCPT006108,70.41079400388881,7.04,63.37,Bitcoin,70.41079400388881,426
6109,2024-02-19 03:48:24,USD,RCPT006109,112.71051155228481,11.27,101.44,Bitcoin,112.71051155228481,5303
6110,2024-01-19 05:12:57,USD,RCPT006110,94.37623327517684,9.44,84.94,Paypal,94.37623327517684,4412
6111,2023-12-22 03:27:29,USD,RCPT006111,127.72874210111404,12.77,114.96,Credit Card,127.72874210111404,212
6112,2023-11-15 14:56:05,USD,RCPT006112,198.47285290813988,19.85,178.62,Paypal,198.47285290813988,323
6113,2024-05-25 20:12:34,USD,RCPT006113,146.8045496846243,14.68,132.12,Bitcoin,146.8045496846243,79
6114,2023-10-31 17:29:04,USD,RCPT006114,169.43316179670504,16.94,152.49,Credit Card,169.43316179670504,4263
6115,2023-10-14 07:32:59,USD,RCPT006115,45.23266176676796,4.52,40.71,Credit Card,45.23266176676796,2109
6116,2023-09-21 10:45:55,USD,RCPT006116,25.07058472515937,2.51,22.56,Credit Card,25.07058472515937,3960
6117,2023-10-10 09:31:41,USD,RCPT006117,167.38199574718834,16.74,150.64,Paypal,167.38199574718834,1309
6118,2023-11-15 14:47:11,USD,RCPT006118,60.4501434936367,6.05,54.4,Bitcoin,60.4501434936367,1116
6119,2023-09-20 01:05:16,USD,RCPT006119,96.01193106826999,9.6,86.41,Credit Card,96.01193106826999,1589
6120,2023-12-02 08:02:15,USD,RCPT006120,66.58708731538928,6.66,59.93,Bitcoin,66.58708731538928,2281
6121,2024-04-18 16:47:25,USD,RCPT006121,44.656739409126345,4.47,40.19,Paypal,44.656739409126345,945
6122,2024-01-08 01:02:54,USD,RCPT006122,42.0335567187711,4.2,37.83,Credit Card,42.0335567187711,3069
6123,2024-01-13 23:00:50,USD,RCPT006123,27.935402801275778,2.79,25.15,Bitcoin,27.935402801275778,20
6124,2024-01-24 11:05:17,USD,RCPT006124,104.60481044643709,10.46,94.14,Credit Card,104.60481044643709,1905
6125,2024-04-26 11:03:59,USD,RCPT006125,79.85865995663234,7.99,71.87,Credit Card,79.85865995663234,2422
6126,2024-03-08 03:06:03,USD,RCPT006126,77.56107814853088,7.76,69.8,Paypal,77.56107814853088,1603
6127,2023-12-23 07:31:06,USD,RCPT006127,146.8501311009647,14.69,132.16,Bitcoin,146.8501311009647,2525
6128,2024-02-13 02:58:04,USD,RCPT006128,107.65470336637918,10.77,96.88,Paypal,107.65470336637918,1787
6129,2024-07-30 11:52:32,USD,RCPT006129,34.28888215534137,3.43,30.86,Credit Card,34.28888215534137,1464
6130,2024-06-21 12:00:56,USD,RCPT006130,137.83147294584444,13.78,124.05,Paypal,137.83147294584444,2355
6131,2024-07-20 17:51:14,USD,RCPT006131,106.36041373976576,10.64,95.72,Bitcoin,106.36041373976576,4445
6132,2024-05-31 15:11:11,USD,RCPT006132,186.18500122309288,18.62,167.57,Credit Card,186.18500122309288,3181
6133,2024-05-20 03:31:21,USD,RCPT006133,156.50358069380434,15.65,140.85,Bitcoin,156.50358069380434,3466
6134,2024-05-07 10:53:54,USD,RCPT006134,38.616493426772614,3.86,34.76,Bitcoin,38.616493426772614,4554
6135,2024-07-27 17:36:31,USD,RCPT006135,104.80662602846357,10.48,94.33,Paypal,104.80662602846357,4344
6136,2024-04-25 03:09:39,USD,RCPT006136,149.42746163151793,14.94,134.49,Bitcoin,149.42746163151793,2238
6137,2024-08-24 22:28:44,USD,RCPT006137,105.73654851605416,10.57,95.17,Paypal,105.73654851605416,742
6138,2023-11-08 22:45:16,USD,RCPT006138,139.20002465514142,13.92,125.28,Credit Card,139.20002465514142,337
6139,2024-05-02 11:28:18,USD,RCPT006139,24.16480661549124,2.42,21.74,Bitcoin,24.16480661549124,1124
6140,2024-08-15 01:33:05,USD,RCPT006140,23.27261773328462,2.33,20.94,Credit Card,23.27261773328462,1006
6141,2024-07-26 20:39:46,USD,RCPT006141,26.794427128644998,2.68,24.11,Bitcoin,26.794427128644998,5221
6142,2023-10-30 09:56:45,USD,RCPT006142,163.73174836627214,16.37,147.36,Paypal,163.73174836627214,3838
6143,2024-07-21 09:32:11,USD,RCPT006143,195.87918659434587,19.59,176.29,Bitcoin,195.87918659434587,2791
6144,2024-03-05 09:13:05,USD,RCPT006144,128.56067885638927,12.86,115.7,Paypal,128.56067885638927,524
6145,2024-01-16 00:48:04,USD,RCPT006145,191.25420158022365,19.13,172.12,Bitcoin,191.25420158022365,4082
6146,2024-08-22 19:55:26,USD,RCPT006146,82.12042413821638,8.21,73.91,Credit Card,82.12042413821638,3453
6147,2024-01-10 01:31:18,USD,RCPT006147,36.15937308757372,3.62,32.54,Credit Card,36.15937308757372,2704
6148,2024-06-11 16:30:57,USD,RCPT006148,51.34408103855579,5.13,46.21,Credit Card,51.34408103855579,3751
6149,2024-01-18 18:10:36,USD,RCPT006149,20.353572133598092,2.04,18.31,Bitcoin,20.353572133598092,906
6150,2023-09-23 20:40:20,USD,RCPT006150,77.47335114816204,7.75,69.72,Bitcoin,77.47335114816204,3061
6151,2024-07-23 05:37:40,USD,RCPT006151,98.42408596396277,9.84,88.58,Paypal,98.42408596396277,3965
6152,2024-07-01 16:55:05,USD,RCPT006152,80.03526935336133,8.0,72.04,Paypal,80.03526935336133,186
6153,2024-05-18 20:26:34,USD,RCPT006153,76.66241086068915,7.67,68.99,Bitcoin,76.66241086068915,338
6154,2023-09-27 22:46:32,USD,RCPT006154,183.70348819988456,18.37,165.33,Paypal,183.70348819988456,3562
6155,2023-10-29 22:36:25,USD,RCPT006155,116.34612982071945,11.63,104.72,Bitcoin,116.34612982071945,3221
6156,2024-06-25 19:30:18,USD,RCPT006156,29.46386564981741,2.95,26.51,Credit Card,29.46386564981741,572
6157,2024-07-18 18:35:16,USD,RCPT006157,38.357596249888644,3.84,34.52,Bitcoin,38.357596249888644,1217
6158,2024-04-08 16:55:09,USD,RCPT006158,25.379693250599153,2.54,22.84,Bitcoin,25.379693250599153,5106
6159,2024-03-19 13:40:02,USD,RCPT006159,71.3367981029934,7.13,64.21,Credit Card,71.3367981029934,3445
6160,2024-08-04 13:00:02,USD,RCPT006160,196.19522727918186,19.62,176.58,Credit Card,196.19522727918186,1988
6161,2024-06-11 21:32:44,USD,RCPT006161,100.932239070698,10.09,90.84,Paypal,100.932239070698,977
6162,2024-05-08 07:47:10,USD,RCPT006162,134.37839949329404,13.44,120.94,Credit Card,134.37839949329404,2679
6163,2023-11-10 17:57:13,USD,RCPT006163,96.60599190829076,9.66,86.95,Credit Card,96.60599190829076,2678
6164,2023-10-02 07:39:42,USD,RCPT006164,117.01036138013771,11.7,105.31,Credit Card,117.01036138013771,1892
6165,2024-07-11 15:32:11,USD,RCPT006165,178.19046739085076,17.82,160.37,Bitcoin,178.19046739085076,2393
6166,2024-02-29 19:58:58,USD,RCPT006166,79.04038101385439,7.9,71.14,Bitcoin,79.04038101385439,4917
6167,2023-12-04 23:22:15,USD,RCPT006167,38.07354265052906,3.81,34.26,Bitcoin,38.07354265052906,1775
6168,2024-04-13 07:23:05,USD,RCPT006168,77.52679951564267,7.75,69.78,Credit Card,77.52679951564267,3297
6169,2024-01-05 10:20:07,USD,RCPT006169,196.83153308379556,19.68,177.15,Paypal,196.83153308379556,458
6170,2023-12-15 06:02:49,USD,RCPT006170,143.55007759066416,14.36,129.19,Bitcoin,143.55007759066416,1635
6171,2024-02-13 20:45:04,USD,RCPT006171,153.47820791768464,15.35,138.13,Bitcoin,153.47820791768464,221
6172,2023-10-31 09:32:22,USD,RCPT006172,100.26154990391085,10.03,90.23,Credit Card,100.26154990391085,2190
6173,2024-06-06 10:43:28,USD,RCPT006173,23.651630642115265,2.37,21.28,Credit Card,23.651630642115265,4809
6174,2023-10-02 14:55:33,USD,RCPT006174,188.76035304917374,18.88,169.88,Bitcoin,188.76035304917374,4214
6175,2024-09-03 05:36:28,USD,RCPT006175,81.0578513744283,8.11,72.95,Bitcoin,81.0578513744283,1832
6176,2023-11-07 18:21:50,USD,RCPT006176,182.85145192724556,18.29,164.56,Credit Card,182.85145192724556,2126
6177,2024-01-27 09:34:55,USD,RCPT006177,132.96726504721715,13.3,119.67,Bitcoin,132.96726504721715,2634
6178,2023-09-23 07:14:30,USD,RCPT006178,114.52189794554816,11.45,103.07,Credit Card,114.52189794554816,2133
6179,2024-02-15 10:23:26,USD,RCPT006179,154.59605975569548,15.46,139.14,Bitcoin,154.59605975569548,3892
6180,2024-04-01 08:34:11,USD,RCPT006180,157.97849709876087,15.8,142.18,Bitcoin,157.97849709876087,729
6181,2023-11-06 14:41:13,USD,RCPT006181,193.12566489636689,19.31,173.82,Credit Card,193.12566489636689,1161
6182,2023-12-25 08:05:02,USD,RCPT006182,89.36853632052262,8.94,80.43,Bitcoin,89.36853632052262,409
6183,2024-04-25 09:12:27,USD,RCPT006183,50.52775981276959,5.05,45.48,Credit Card,50.52775981276959,4050
6184,2023-10-01 02:30:50,USD,RCPT006184,195.52626207021083,19.55,175.98,Paypal,195.52626207021083,4169
6185,2024-08-05 15:58:30,USD,RCPT006185,187.56543312830604,18.76,168.81,Paypal,187.56543312830604,4943
6186,2023-10-05 06:20:17,USD,RCPT006186,109.42166188084326,10.94,98.48,Paypal,109.42166188084326,3060
6187,2023-11-12 02:03:41,USD,RCPT006187,111.80649806583669,11.18,100.63,Bitcoin,111.80649806583669,760
6188,2024-04-09 01:24:26,USD,RCPT006188,39.29392581700633,3.93,35.36,Credit Card,39.29392581700633,3586
6189,2024-06-21 04:18:02,USD,RCPT006189,95.44871069257788,9.54,85.91,Paypal,95.44871069257788,517
6190,2024-06-22 12:54:52,USD,RCPT006190,136.40381399861423,13.64,122.76,Paypal,136.40381399861423,4939
6191,2024-07-13 04:17:20,USD,RCPT006191,177.0657398474095,17.71,159.36,Bitcoin,177.0657398474095,1450
6192,2024-04-07 14:26:46,USD,RCPT006192,35.45362782770596,3.55,31.9,Credit Card,35.45362782770596,4649
6193,2024-03-06 18:08:17,USD,RCPT006193,98.93509273781189,9.89,89.05,Paypal,98.93509273781189,2892
6194,2024-01-15 00:22:53,USD,RCPT006194,38.08730572761637,3.81,34.28,Paypal,38.08730572761637,4286
6195,2024-01-09 11:49:01,USD,RCPT006195,143.5876473939968,14.36,129.23,Paypal,143.5876473939968,3801
